OPERATOR_ID,NAME,COUNTRY,CONTINENT,GSMA_NOTES,NUMBER OF SUBMISSIONS,LATEST_2G,LATEST_3G,LATEST_4G,LATEST_5G
7,Afghan Wireless (TSI),Afghanistan,ASIA,-,3,2016,2016,Not Submitted,-
487,Roshan (TDCA),Afghanistan,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1017,MTN,Afghanistan,ASIA,-,2,2016,Not Submitted,No Licence,-
1431,Etisalat,Afghanistan,ASIA,-,1,2015,2015,Not Submitted,-
1788,Salaam (Afghan Telecom),Afghanistan,ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
1789,Wasel Telecom,Afghanistan,ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
554,Vodafone,Albania,EUROPE,-,1,2012,2012,Not Submitted,-
628,One Telecommunication (antenna Hungaria),Albania,EUROPE,-,3,2020,2020,2020,-
1793,ALBtelecom (antenna Hungaria),Albania,EUROPE,-,5,2017,2017,2017,-
17,Mobilis (Algerie Telecom),Algeria,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
574,Ooredoo (NMTC),Algeria,AFRICA,-,1,2013,Not Submitted,Not Submitted,-
597,Djezzy,Algeria,AFRICA,-,1,2012,Not Submitted,Not Submitted,-
688,ASTCA,American Samoa,OCEANIA,-,-,Not Submitted,Not Submitted,No Licence,-
753,BlueSky Communications (ATH),American Samoa,OCEANIA,-,1,2010,Not Submitted,No Licence,-
677,Andorra Telecom,Andorra,EUROPE,-,2,2019,2019,2019,-
542,Unitel,Angola,AFRICA,-,2,2011,Not Submitted,Not Submitted,-
689,Movicel,Angola,AFRICA,-,2,2012,Not Submitted,Not Submitted,-
5831,Multitel,Angola,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
5939,Net One (MSTelcom),Angola,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
8759,Africell,Angola,AFRICA,,1,2021,2021,2021,
56,Flow (Liberty Latin America),Anguilla,N AMERICA,-,1,2004,Not Submitted,No Licence,-
1790,Digicel,Anguilla,N AMERICA,-,4,2019,2019,2019,-
23,inet (APUA),Antigua and Barbuda,N AMERICA,-,2,2004,2020,2020,No Licence
844,Flow (Liberty Latin America),Antigua and Barbuda,N AMERICA,-,1,2004,Not Submitted,Not Submitted,-
884,Digicel,Antigua and Barbuda,N AMERICA,-,4,2019,2019,2019,-
132,Claro (America Movil),Argentina,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
489,Personal (Telecom Argentina),Argentina,S AMERICA,-,2,2011,Not Submitted,Not Submitted,No Licence
497,Movistar (Telefonica),Argentina,S AMERICA,-,1,2009,Not Submitted,Not Submitted,No Licence
4723,Libre (ARSAT),Argentina,S AMERICA,-,-,No Licence,Not Submitted,Not Submitted,-
6438,DIRECTV,Argentina,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
25,team Telecom Armenia,"Armenia, Republic of",ASIA,-,4,2019,2019,2019,-
927,Viva-MTS,"Armenia, Republic of",ASIA,-,6,2019,2019,2019,-
2074,Ucom,"Armenia, Republic of",ASIA,-,3,2019,2019,2019,-
4184,Karabakh Telecom; Nagorno-Karabakh,"Armenia, Republic of",ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
419,SETAR,Aruba,N AMERICA,-,1,2010,2010,Not Submitted,-
793,Digicel,Aruba,N AMERICA,-,6,2019,2019,No Licence,-
1416,MIO,Aruba,N AMERICA,-,-,Not Submitted,Not Submitted,No Licence,-
210,Vodafone (TPG Telecom),Australia,OCEANIA,-,5,2017,2017,2017,No Licence
429,Optus (Singtel),Australia,OCEANIA,-,3,2012,2009,Not Submitted,-
515,Telstra,Australia,OCEANIA,-,4,2004,2018,2018,-
4007,Ausgrid,Australia,OCEANIA,-,-,No Licence,No Licence,Not Submitted,-
4374,nbn,Australia,OCEANIA,-,-,No Licence,No Licence,Not Submitted,No Licence
211,3 (CK Hutchison),Austria,EUROPE,-,2,2017,2017,2017,-
300,A1 Telekom,Austria,EUROPE,-,8,2019,2019,2019,-
461,Magenta Telekom (Deutsche Telekom),Austria,EUROPE,-,4,2019,2019,2019,-
33,Azercell (Azintelecom),"Azerbaijan, Republic of",ASIA,-,4,2020,2020,2020,No Licence
233,Bakcell,"Azerbaijan, Republic of",ASIA,-,1,2012,Not Submitted,Not Submitted,-
1224,Nar (Azerfon),"Azerbaijan, Republic of",ASIA,-,2,2016,2016,2016,-
3058,Delta Telecom,"Azerbaijan, Republic of",ASIA,-,-,No Licence,No Licence,Not Submitted,-
3682,Sazz (AzQtel),"Azerbaijan, Republic of",ASIA,-,-,No Licence,No Licence,Not Submitted,-
5885,Naxtel; Nakhchivan,"Azerbaijan, Republic of",ASIA,-,-,Not Submitted,No Licence,Not Submitted,No Licence
316,Zain,"Bahrain, Kingdom of",ASIA,-,1,2006,2006,Not Submitted,-
690,Batelco,"Bahrain, Kingdom of",ASIA,-,2,2016,2016,2016,-
1945,STC,"Bahrain, Kingdom of",ASIA,-,2,2019,2019,2019,No Licence
3043,Menatelecom,"Bahrain, Kingdom of",ASIA,-,-,No Licence,No Licence,Not Submitted,No Licence
195,Grameenphone (Telenor),Bangladesh,ASIA,-,2,2011,Not Submitted,No Licence,-
422,banglalink (VEON),Bangladesh,ASIA,-,1,2005,Not Submitted,No Licence,-
673,Robi (Axiata),Bangladesh,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
956,Teletalk,Bangladesh,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
4888,Banglalion Communications,Bangladesh,ASIA,-,-,No Licence,No Licence,Not Submitted,No Licence
4890,QUBEE (Augere),Bangladesh,ASIA,-,-,No Licence,No Licence,Not Submitted,-
5679,Ollo (BIEL),Bangladesh,ASIA,-,-,No Licence,No Licence,Not Submitted,-
5827,BTCL,Bangladesh,ASIA,-,-,No Licence,No Licence,Not Submitted,No Licence
57,Flow (Liberty Latin America),Barbados,N AMERICA,-,1,2011,Not Submitted,Not Submitted,-
141,Digicel,Barbados,N AMERICA,-,5,2019,2019,2019,-
6254,Ozone,Barbados,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
648,MTS,Belarus,EUROPE,-,4,2018,2018,2018,-
650,A1,Belarus,EUROPE,-,5,2019,2019,2020,No Licence
973,life:) (Turkcell),Belarus,EUROPE,-,3,2013,2013,Not Submitted,-
5638,beCloud,Belarus,EUROPE,-,-,No Licence,No Licence,Not Submitted,-
36,BASE (Telenet),Belgium,EUROPE,-,4,2019,2019,2019,-
41,Proximus,Belgium,EUROPE,-,4,2019,2019,2019,-
304,Orange,Belgium,EUROPE,-,6,2016,2016,2016,-
4817,VOYACOM (BUCD),Belgium,EUROPE,-,-,No Licence,No Licence,Not Submitted,-
5337,b.lite,Belgium,EUROPE,-,-,No Licence,No Licence,Not Submitted,-
885,DigiCell (Digi),Belize,N AMERICA,-,3,2020,2020,2020,-
1410,Smart (Speednet),Belize,N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
446,MTN,Benin,AFRICA,-,4,2019,2019,2019,-
481,Moov Africa (Maroc Telecom),Benin,AFRICA,-,1,2004,Not Submitted,Not Submitted,-
691,Libercom (Benin Telecoms),Benin,AFRICA,-,-,Not Submitted,No Licence,Not Submitted,-
1795,Glo Mobile (Globacom),Benin,AFRICA,-,1,2017,No Licence,No Licence,-
796,Digicel,Bermuda,N AMERICA,-,4,2019,2019,2019,-
797,One Communications (ATN),Bermuda,N AMERICA,-,2,2012,2012,Not Submitted,-
34,B-Mobile (Bhutan Telecom),Bhutan,ASIA,-,3,2019,2019,2019,-
1804,TashiCell,Bhutan,ASIA,-,1,2013,Not Submitted,Not Submitted,-
168,Entel,Bolivia,S AMERICA,-,2,2012,Not Submitted,Not Submitted,-
340,VIVA (Balesia Technologies),Bolivia,S AMERICA,-,2,2014,Not Submitted,Not Submitted,-
692,Tigo (Millicom),Bolivia,S AMERICA,-,-,2022,2022,2022,-
134,Digicel,Bonaire,N AMERICA,-,5,2019,2019,No Licence,-
811,Flow (Liberty Latin America),Bonaire,N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5806,Kla Mobile (Telbo),Bonaire,N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
44,BH Telecom,Bosnia Herzegovina,EUROPE,-,6,2019,2019,2019,No Licence
173,HT Eronet (HT Mostar),Bosnia Herzegovina,EUROPE,-,5,2019,2019,No Licence,-
408,m:tel (Telekom Srpske),Bosnia Herzegovina,EUROPE,-,5,2019,2019,2020,-
271,Mascom (MTN),Botswana,AFRICA,-,1,2008,Not Submitted,Not Submitted,-
356,Orange,Botswana,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1806,btc,Botswana,AFRICA,-,3,2016,Not Submitted,Not Submitted,-
418,Sercomtel,Brazil,S AMERICA,-,1,2004,Not Submitted,No Licence,-
620,Vivo (Telefonica),Brazil,S AMERICA,-,6,2020,2020,2020,-
630,Claro (America Movil),Brazil,S AMERICA,-,3,2012,2012,Not Submitted,-
649,Oi,Brazil,S AMERICA,-,1,2006,Not Submitted,Not Submitted,No Licence
675,Algar Telecom,Brazil,S AMERICA,-,2,2017,2019,2019,No Licence
881,TIM (Telecom Italia),Brazil,S AMERICA,-,3,2013,2013,Not Submitted,-
970,Nextel (America Movil),Brazil,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
4894,Sky (DIRECTV),Brazil,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5463,On,Brazil,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5910,CPqD,Brazil,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6726,iConecta,Brazil,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
3742,Sure (Batelco),British Indian Ocean Territory,ASIA,-,-,Not Submitted,No Licence,No Licence,-
693,DST,Brunei Darussalam,ASIA,-,5,2014,2015,2016,-
979,Progresif,Brunei Darussalam,ASIA,-,2,No Licence,2018,Not Submitted,-
125,Yettel (PPF),Bulgaria,EUROPE,-,1,2005,Not Submitted,Not Submitted,-
301,A1,Bulgaria,EUROPE,-,2,2011,2011,Not Submitted,-
837,VIVACOM (United),Bulgaria,EUROPE,-,7,2019,2019,2019,-
3750,MAX,Bulgaria,EUROPE,-,-,No Licence,No Licence,Not Submitted,-
87,Orange,Burkina Faso,AFRICA,-,2,2014,2014,Not Submitted,-
695,Moov Africa (Maroc Telecom),Burkina Faso,AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
696,Telecel Faso (Planor afrique),Burkina Faso,AFRICA,-,2,2014,No Licence,No Licence,-
698,Econet Wireless,Burundi,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1796,ONAMOB (ONATEL),Burundi,AFRICA,-,-,Not Submitted,No Licence,No Licence,-
1797,Smart,Burundi,AFRICA,-,1,Not Submitted,2019,No Licence,-
5760,Lumitel (Viettel),Burundi,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
71,Cellcard (MobiTel),"Cambodia, Kingdom of",ASIA,-,3,2016,2016,2016,-
1800,Qb (CADCOMMS),"Cambodia, Kingdom of",ASIA,-,1,Not Submitted,2009,No Licence,-
1801,MetFone (Viettel),"Cambodia, Kingdom of",ASIA,-,2,2011,2011,Not Submitted,-
1802,Smart (Axiata),"Cambodia, Kingdom of",ASIA,-,3,2017,2017,2017,-
1833,3tel (AZ Com),"Cambodia, Kingdom of",ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
4014,Alltech,"Cambodia, Kingdom of",ASIA,-,-,No Licence,No Licence,Not Submitted,-
4256,Kingtel,"Cambodia, Kingdom of",ASIA,-,-,No Licence,No Licence,Not Submitted,-
5959,Yes Seatel,"Cambodia, Kingdom of",ASIA,-,-,No Licence,No Licence,Not Submitted,-
6138,Wizion (Chuan Wei),"Cambodia, Kingdom of",ASIA,-,-,No Licence,No Licence,Not Submitted,-
318,MTN,Cameroon,AFRICA,-,4,2017,2017,2017,-
359,Orange,Cameroon,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1643,CamTel,Cameroon,AFRICA,-,-,No Licence,Not Submitted,Not Submitted,-
3960,YooMee,Cameroon,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
5667,Nexttel (Viettel),Cameroon,AFRICA,-,1,2017,2017,Not Submitted,-
406,Rogers,Canada,N AMERICA,-,4,2018,2018,2018,-
614,Telus,Canada,N AMERICA,-,12,Not Submitted,2015,2015,-
631,Bell (BCE),Canada,N AMERICA,-,23,Not Submitted,2018,2018,-
896,SaskTel,Canada,N AMERICA,-,4,Not Submitted,2019,2019,-
1069,Ice Wireless,Canada,N AMERICA,-,1,Not Submitted,2017,2017,-
1248,Tbaytel,Canada,N AMERICA,-,7,Not Submitted,2020,2020,-
1876,FIRST Networks,Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
1947,Airtel Wireless,Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
1951,Freedom Mobile (Shaw Communications),Canada,N AMERICA,-,2,No Licence,2020,2020,-
1952,TNW Wireless (Investel Capital),Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
1954,Videotron (Quebecor Media),Canada,N AMERICA,-,7,No Licence,2019,2019,-
3261,EastLink (Bragg Communications),Canada,N AMERICA,-,-,No Licence,Not Submitted,Not Submitted,-
3674,Lynx Mobility (OmniGlobe Networks),Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
3675,WestNet Wireless,Canada,N AMERICA,-,-,No Licence,Not Submitted,No Licence,-
3783,Xplore Mobile (Xplornet Communications),Canada,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
3812,Wightman Telecom,Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
4477,NetSet (Manitoba NetSet),Canada,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
4824,Fleetcom (Lakeshore),Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
5291,Keewaytinook Mobile,Canada,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
5622,QINIQ (SSI Micro),Canada,N AMERICA,-,-,Not Submitted,No Licence,Not Submitted,-
5805,ABC Communications,Canada,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5855,Core Broadband,Canada,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6073,CCI Wireless (Corridor Communications),Canada,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
68,CVMovel (Cabo Verde Telecom),Cape Verde,AFRICA,-,3,2016,2016,No Licence,-
1211,Unitel T+,Cape Verde,AFRICA,-,1,2010,Not Submitted,No Licence,-
54,Flow (Liberty Latin America),Cayman Islands,N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
144,Digicel,Cayman Islands,N AMERICA,-,2,2018,2018,Not Submitted,-
1047,BlueSky Communications,Cayman Islands,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
326,Azur (Bintel),Central African Republic,AFRICA,-,-,Not Submitted,Not Submitted,No Licence,No Licence
702,Moov (Maroc Telecom),Central African Republic,AFRICA,-,3,2014,No Licence,No Licence,-
1805,Orange,Central African Republic,AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
1870,Telecel,Central African Republic,AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
94,Airtel (Airtel Africa),Chad,AFRICA,-,3,2018,2018,No Licence,-
957,Moov Africa (Maroc Telecom),Chad,AFRICA,-,2,2019,2019,2019,-
3004,Salam Mobile,Chad,AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
5836,YooMee,Chad,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
167,Entel,Chile,S AMERICA,-,3,2011,2009,Not Submitted,-
494,Movistar (Telefonica),Chile,S AMERICA,-,3,2011,2015,2015,-
676,Claro (America Movil),Chile,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1456,WOM (Novator),Chile,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5217,Interexport (Motorola Solutions),Chile,S AMERICA,-,-,Not Submitted,No Licence,No Licence,-
101,China Mobile,"China, People's Republic of",ASIA,-,1,2004,Not Submitted,Not Submitted,-
103,China Unicom,"China, People's Republic of",ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1811,China Telecom,"China, People's Republic of",ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
847,Indian Ocean Territories Telecom,Cocos (Keeling) Islands,ASIA,-,-,Not Submitted,No Licence,No Licence,-
112,Tigo (Millicom),Colombia,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
119,Claro (America Movil),Colombia,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
641,Movistar (Telefonica),Colombia,S AMERICA,-,2,2018,2018,2018,No Licence
1957,Avantel (Novator),Colombia,S AMERICA,-,1,2019,2019,2019,-
5574,DIRECTV,Colombia,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5662,ETB,Colombia,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
437,Huri (Comores Telecom),Comoros,AFRICA,-,-,Not Submitted,No Licence,No Licence,-
3582,Twama Telecom,Comoros,AFRICA,-,-,Not Submitted,No Licence,No Licence,-
6143,Telma,Comoros,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
89,Airtel (Airtel Africa),Congo,AFRICA,-,1,2014,2014,No Licence,-
599,MTN,Congo,AFRICA,-,4,2014,Not Submitted,Not Submitted,-
3101,Azur (Bintel),Congo,AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
486,Vodafone (ATH),Cook Islands,OCEANIA,-,1,2020,2020,2020,-
221,kolbi (ICE),Costa Rica,N AMERICA,-,1,2006,Not Submitted,Not Submitted,-
4078,Claro (America Movil),Costa Rica,N AMERICA,-,-,No Licence,Not Submitted,Not Submitted,-
4079,Liberty (Liberty Latin America),Costa Rica,N AMERICA,-,2,2018,2018,2018,-
5912,JAPI (IBW),Costa Rica,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
265,MTN,Côte d’Ivoire,AFRICA,-,1,2006,Not Submitted,Not Submitted,-
361,Orange,Côte d’Ivoire,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1109,Moov Africa (Maroc Telecom),Côte d’Ivoire,AFRICA,-,1,2011,Not Submitted,Not Submitted,-
5750,YooMee,Côte d’Ivoire,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
5825,VipNet,Côte d’Ivoire,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
548,A1,Croatia,EUROPE,-,5,2019,2019,2019,-
841,Hrvatski Telekom (Deutsche Telekom),Croatia,EUROPE,-,6,2020,2020,2020,-
981,Telemach (United),Croatia,EUROPE,-,-,Not Submitted,Not Submitted,Not Submitted,-
5231,Novi-Net Telekom (VelaTel),Croatia,EUROPE,-,-,No Licence,No Licence,Not Submitted,-
135,ETECSA,Cuba,N AMERICA,-,2,2004,2017,No Licence,-
1837,Digicel,Curaçao,N AMERICA,-,5,2019,2019,No Licence,-
4411,Chippie (Liberty Latin America),Curaçao,N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
414,epic,Cyprus,ASIA,-,3,2016,2016,2016,-
706,Turkcell; Northern Cyprus,Cyprus,ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
838,Cytamobile-Vodafone,Cyprus,ASIA,-,2,2011,Not Submitted,Not Submitted,-
2821,Telsim (Vodafone); Northern Cyprus,Cyprus,ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
5694,PrimeTel,Cyprus,ASIA,-,-,No Licence,Not Submitted,Not Submitted,-
6295,Cablenet,Cyprus,ASIA,-,-,No Licence,No Licence,Not Submitted,-
98,Vodafone,Czechia,EUROPE,-,3,2016,2016,2016,-
175,O2 (PPF),Czechia,EUROPE,-,6,2019,2019,2019,-
462,T-Mobile (Deutsche Telekom),Czechia,EUROPE,-,3,2015,2015,2015,-
1964,Nordic Telecom,Czechia,EUROPE,-,-,No Licence,Not Submitted,Not Submitted,-
88,Airtel (Airtel Africa),"Congo, Democratic Republic of the",AFRICA,-,2,2014,2014,No Licence,-
550,Vodacom,"Congo, Democratic Republic of the",AFRICA,-,2,2014,Not Submitted,No Licence,-
865,Orange,"Congo, Democratic Republic of the",AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
866,Supercell,"Congo, Democratic Republic of the",AFRICA,-,-,Not Submitted,No Licence,No Licence,-
1813,Tatem Telecom,"Congo, Democratic Republic of the",AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
1958,Africell (Lintel),"Congo, Democratic Republic of the",AFRICA,-,-,Not Submitted,Not Submitted,No Licence,-
1959,Sematel (HITS Telecom),"Congo, Democratic Republic of the",AFRICA,-,-,Not Submitted,No Licence,No Licence,-
5362,Smile,"Congo, Democratic Republic of the",AFRICA,-,-,No Licence,No Licence,Not Submitted,-
5962,Vodafone (Afrimax),"Congo, Democratic Republic of the",AFRICA,-,-,No Licence,No Licence,Not Submitted,-
203,3 (CK Hutchison),Denmark,EUROPE,-,2,No Licence,2012,Not Submitted,-
441,Telenor,Denmark,EUROPE,-,1,2004,Not Submitted,Not Submitted,-
473,YouSee (TDC),Denmark,EUROPE,-,2,2015,2015,2015,-
512,Telia,Denmark,EUROPE,-,-,Not Submitted,Not Submitted,Not Submitted,-
1251,Net1 (Cibicom),Denmark,EUROPE,-,-,No Licence,Not Submitted,Not Submitted,-
150,Djibouti Telecom,"Djibouti, Republic of",AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
61,Flow (Liberty Latin America),"Dominica, Commonwealth of",N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
886,Digicel,"Dominica, Commonwealth of",N AMERICA,-,4,2018,2018,2018,-
2083,Lycamobile,"Dominica, Commonwealth of",N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
363,Altice,Dominican Republic,N AMERICA,-,1,2017,2017,2017,No Licence
707,Viva (Telemicro),Dominican Republic,N AMERICA,-,1,2011,Not Submitted,Not Submitted,-
708,Claro (America Movil),Dominican Republic,N AMERICA,-,3,2019,2019,2019,-
3131,Wind Telecom,Dominican Republic,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
522,Timor Telecom,Timor-Leste,ASIA,-,2,2013,Not Submitted,Not Submitted,-
5304,Telkomcel (Telin),Timor-Leste,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5305,Telemor (Viettel),Timor-Leste,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
121,Claro (America Movil),Ecuador,S AMERICA,-,1,2004,Not Submitted,Not Submitted,-
709,Movistar (Telefonica),Ecuador,S AMERICA,-,1,Not Submitted,2011,Not Submitted,-
882,CNT,Ecuador,S AMERICA,-,1,2013,Not Submitted,Not Submitted,-
556,Vodafone,Egypt,AFRICA,-,2,2006,2008,Not Submitted,-
632,Orange (ECMS),Egypt,AFRICA,-,2,2011,2011,Not Submitted,-
1215,Etisalat,Egypt,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5438,We (Telecom Egypt),Egypt,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
130,Claro (America Movil),El Salvador,N AMERICA,-,-,Not Submitted,Not Submitted,No Licence,-
147,Digicel,El Salvador,N AMERICA,-,2,2015,2015,Not Submitted,-
498,Movistar,El Salvador,N AMERICA,-,3,2020,2020,2020,-
504,Tigo (Millicom),El Salvador,N AMERICA,-,1,2004,Not Submitted,Not Submitted,-
1926,Red (Intelfon),El Salvador,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
5913,JAPI (IBW),El Salvador,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
190,GETESA,Equatorial Guinea,AFRICA,-,-,Not Submitted,No Licence,No Licence,-
1965,MUNI (Green Com),Equatorial Guinea,AFRICA,-,1,2014,Not Submitted,No Licence,-
5375,Guineanet,Equatorial Guinea,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
171,Eritel,Eritrea,AFRICA,-,1,2005,No Licence,No Licence,-
26,Telia,Estonia,EUROPE,-,4,2009,2020,2020,-
401,Elisa,Estonia,EUROPE,-,1,2009,2009,Not Submitted,-
480,Tele2,Estonia,EUROPE,-,3,2011,2011,Not Submitted,-
455,MTN,"Eswatini, Kingdom of",AFRICA,-,1,2008,Not Submitted,Not Submitted,-
6579,Eswatini Mobile,"Eswatini, Kingdom of",AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
710,Ethio telecom,Ethiopia,AFRICA,-,1,2004,Not Submitted,Not Submitted,-
1072,Sure (Batelco),"Falkland Islands, Malvinas",S AMERICA,-,2,2013,No Licence,No Licence,-
182,Foroya Tele,Faroe Islands,EUROPE,-,1,2014,2014,Not Submitted,-
679,Hey (Fjarskipta),Faroe Islands,EUROPE,-,-,Not Submitted,Not Submitted,Not Submitted,No Licence
186,FSM Telecom,"Micronesia, Federated States of",OCEANIA,-,1,2014,No Licence,No Licence,-
